director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined
Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge,Drama Horror Thriller,the shallows,óscar jaenada brett cullen sedona legg jaum collet-serra drama horror thriller
Eric Bress,Logan Lerman,Eric Stoltz,Cameron Bright,Sci-Fi Thriller,the butterfly effect,logan lerman eric stoltz cameron bright eric bress sci-fi thriller
Chris Koch,Chris Elliott,Mark Webber,Jean Smart,Adventure Comedy Family,snow day,chri elliott mark webber jean smart chri koch adventur comedi famili
Preston A. Whitmore II,Mekhi Phifer,Chris Brown,Loretta Devine,Comedy Drama Romance,this christmas,mekhi phifer chri brown loretta devin preston a. whitmor ii comedi drama romanc
Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee,Comedy Crime Family Sci-Fi,baby geniuses,kathleen turner dom deluis rubi dee bob clark comedi crime famili sci-fi
Kirk Wong,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Action Comedy Crime Thriller,the big hit,bokeem woodbin elliott gould antonio sabato jr. kirk wong action comedi crime thriller
Bronwen Hughes,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Comedy Drama Family,harriet the spy,gregori smith eartha kitt charlott sullivan bronwen hugh comedi drama famili
John Lafia,Jenny Agutter,Beth Grant,Greg Germann,Fantasy Horror,child's play 2,jenni agutt beth grant greg germann john lafia fantasi horror
Sam Miller,Leslie Bibb,Kate del Castillo,Henry Simmons,Crime Thriller,no good deed,lesli bibb kate del castillo henri simmon sam miller crime thriller
Frank Darabont,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Horror,the mist,tobi jone alexa davalo jeffrey demunn frank darabont horror
Alex Garland,Elina Alminas,Sonoya Mizuno,Corey Johnson,Drama Mystery Sci-Fi Thriller,ex machina,elina almina sonoya mizuno corey johnson alex garland drama mysteri sci-fi thriller
Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place,Comedy Drama Fantasy,being john malkovich,willi garson orson bean mari kay place spike jonz comedi drama fantasi
Mark Brown,Mo'Nique,Vivica A. Fox,Tamala Jones,Comedy Romance,two can play that game,mo'niqu vivica a. fox tamala jone mark brown comedi romanc
Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure Family Sci-Fi,earth to echo,teo halm ella wahlestedt jason gray-stanford dave green adventur famili sci-fi
John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina,Drama Romance,crazy/beautiful,kirsten dunst jay hernandez rolando molina john stockwel drama romanc
Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Drama History War,letters from iwo jima,yuki matsuzaki kazunari ninomiya shidô nakamura clint eastwood drama histori war
Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure Drama Sci-Fi,the astronaut farmer,j.k. simmon virginia madsen bruce dern michael polish adventur drama sci-fi
Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Comedy Romance,woo,ll cool j jada pinkett smith dave chappel daisi von scherler mayer comedi romanc
Lenny Abrahamson,Joan Allen,Jacob Tremblay,Cas Anvar,Drama,room,joan allen jacob tremblay ca anvar lenni abrahamson drama
Bob Saget,Don Rickles,Jack Warden,Traylor Howard,Comedy,dirty work,don rickl jack warden traylor howard bob saget comedi
John Waters,Kathleen Turner,Sam Waterston,Traci Lords,Comedy Crime Thriller,serial mom,kathleen turner sam waterston traci lord john water comedi crime thriller
Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Comedy,dick,ryan reynold will ferrel kirsten dunst andrew fleme comedi
Niels Arden Oplev,Michael Nyqvist,David Dencik,Lena Endre,Action Crime Mystery Thriller,del 1 - män som hatar kvinnor            ,michael nyqvist david dencik lena endr niel arden oplev action crime mysteri thriller
Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Drama Thriller,light it up,rosario dawson vanessa william robert ri'chard craig bolotin drama thriller
Mark Christopher,Salma Hayek,Ellen Albertini Dow,Sela Ward,Drama Music,54,salma hayek ellen albertini dow sela ward mark christoph drama music
Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Adventure Comedy Romance Sci-Fi,bubble boy,jake gyllenha geoffrey arend marley shelton blair hay adventur comedi romanc sci-fi
Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Comedy Crime Thriller,birthday girl,mark gatiss mathieu kassovitz ben chaplin jez butterworth comedi crime thriller
Jon Lucas,Justin Chon,Josie Loren,Sarah Wright,Comedy,21 & over,justin chon josi loren sarah wright jon luca comedi
Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Comedy Drama Romance,"paris, je t'aime",steve buscemi miranda richardson catalina sandino moreno olivi assaya comedi drama romanc
Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote,Drama Sport,resurrecting the champ,harri lennix kathryn morri peter coyot rod luri drama sport
Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Comedy Drama Romance,admission,tina fey sarita choudhuri christoph evan welch paul weitz comedi drama romanc
Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,Drama Romance,the widow of saint-pierre,emir kusturica daniel auteuil yve jacqu patric lecont drama romanc
Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama Mystery Romance Thriller,chloe,liam neeson meghan heffern natali lisinska atom egoyan drama mysteri romanc thriller
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy Crime Drama,faithful,chazz palminteri ryan o'neal paul mazurski paul mazurski comedi crime drama
Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Drama Thriller,brothers,natali portman jake gyllenha ethan suple jim sheridan drama thriller
Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco,Biography Comedy Crime Drama,find me guilty,peter dinklag vin diesel alex rocco sidney lumet biographi comedi crime drama
Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh,Drama Romance,the perks of being a wallflower,logan lerman ezra miller kate walsh stephen chboski drama romanc
Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,Action,excessive force,burt young ian gomez thoma ian griffith jon hess action
Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama,infamous,tobi jone isabella rossellini hope davi dougla mcgrath biographi crime drama
Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,the vatican tapes,djimon hounsou alison lohman dougray scott mark neveldin horror thriller
Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller,attack the block,john boyega luke treadaway jodi whittak joe cornish action comedi sci-fi thriller
Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War,in the land of blood and honey,jelena jovanova nikola djuricko branko djuric angelina joli pitt drama romanc war
Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller,the call,michael imperioli tara platt roma maffia brad anderson crime thriller
John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War,operation chromite,liam neeson dean dawson jung-ja lee john h. lee action drama histori war
John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,the crocodile hunter: collision course,steve irwin aden young steve bastoni john stainton action adventur comedi famili
Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance,i love you phillip morris,dameon clark loui herthum anni golden glenn ficarra biographi comedi crime drama romanc
Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,quest for fire,rae dawn chong everett mcgill gari schwartz jean-jacqu annaud adventur drama histori
Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama,antwone fisher,denzel washington kevin connolli derek luke denzel washington biographi drama
Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,the emperor's club,gabriel millman embeth davidtz rob morrow michael hoffman drama
Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller,true romance,brad pitt gari oldman michael rapaport toni scott action crime drama romanc thriller
Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi,womb,eva green matt smith hannah murray benedek fliegauf drama romanc sci-fi
James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery,glengarry glen ross,kevin spacey al pacino jude ciccolella jame foley crime drama mysteri
Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller,the killer inside me,liam aiken ned beatti jay r. ferguson michael winterbottom crime drama thriller
Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,sorority row,julian morri margo harshman rumer willi stewart hendler horror mysteri
John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,the prisoner of zenda,david niven mari astor ronald colman john cromwel adventur drama romanc
Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,lars and the real girl,ryan gosl kelli garner paul schneider craig gillespi comedi drama romanc
Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,the boy in the striped pajamas,richard johnson sheila hancock cara horgan mark herman drama war
Lars von Trier,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,dancer in the dark,catherin deneuv udo kier björk lar von trier crime drama music
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,oscar and lucinda,tom wilkinson richard roxburgh clive russel gillian armstrong drama romanc
Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,the funeral,isabella rossellini vincent gallo gretchen mol abel ferrara crime drama
Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,solitary man,jenna fischer david costabil richard schiff brian koppelman comedi drama romanc
Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,machete,robert de niro don johnson cheech marin ethan maniqui action crime thriller
George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,casino jack,kevin spacey eric schweig christian campbel georg hickenloop biographi comedi crime drama
Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,the land before time,judith barsi gabriel damon bill erwin don bluth adventur anim famili
Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,tae guk gi: the brotherhood of war,min-sik choi bin won dong-gun jang je-kyu kang action drama war
William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,the perfect game,clifton collin jr. cheech marin bruce mcgill william dear comedi drama famili sport
William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,the exorcist,ellen burstyn linda blair lee j. cobb william friedkin horror
Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,jaws,roy scheider robert shaw murray hamilton steven spielberg adventur drama thriller
Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,american pie,alyson hannigan shannon elizabeth natasha lyonn paul weitz comedi
Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,ernest & celestine,mackenzi foy megan mullal lambert wilson stéphane aubier anim comedi crime drama famili
Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,the golden child,victor wong randal 'tex' cobb charlott lewi michael ritchi action adventur comedi fantasi mysteri
Tim Story,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,think like a man,chri brown romani malco regina hall tim stori comedi romanc
Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,barbershop,sean patrick thoma jason georg cedric the entertain tim stori comedi drama
Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,star trek ii: the wrath of khan,leonard nimoy kirsti alley nichel nichol nichola meyer action adventur sci-fi
Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,ace ventura: pet detective,sean young udo kier david marguli tom shadyac comedi
John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,wargames,matthew broderick barri corbin alli sheedi john badham sci-fi thriller
Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,witness,harrison ford viggo mortensen luka haa peter weir crime drama romanc thriller
Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,act of valor,alex veadov jason cottl rork denver mike mccoy action adventur drama thriller war
Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,step up,chan tatum alyson stoner josh henderson ann fletcher crime drama music romanc
Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,beavis and butt-head do america,bruce willi demi moor john doman mike judg adventur anim comedi crime
Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,jackie brown,robert de niro sid haig robert forster quentin tarantino crime thriller
Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,harold & kumar escape from guantanamo bay,danneel ackl eric winter beverli d'angelo jon hurwitz adventur comedi
Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,chronicle,michael kelli alex russel ashley hinshaw josh trank drama sci-fi thriller
Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,yentl,miriam margoly ami irv steven hill barbra streisand drama music romanc
Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,time bandits,shelley duval michael palin kenni baker terri gilliam adventur comedi fantasi sci-fi
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,project x,dax flame kirbi bliss blanton oliv cooper nima nourizadeh comedi crime
Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,patton,georg c. scott karl malden bill hickman franklin j. schaffner biographi drama war
Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,one hour photo,robin william gari cole conni nielsen mark romanek drama thriller
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,quarantine,andrew fiscella jay hernandez dania ramirez john erick dowdl horror sci-fi thriller
David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,the eye,chloë grace moretz alessandro nivola obba babatundé david moreau horror mysteri
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,johnson family vacation,vanessa william shannon elizabeth shad moss christoph erskin comedi
Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,how high,hector elizondo fred willard t.j. thyne jess dylan comedi fantasi
Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,the muppet christmas carol,steven mackintosh jerri nelson steve whitmir brian henson comedi drama famili fantasi music
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale,eva green tobia menzi ivana milicev martin campbel action adventur thriller
Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,frida,salma hayek roger ree valeria golino juli taymor biographi drama romanc
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,katy perry: part of me,lexi contursi ashley ashida dixon anthoni burrel dan cutforth documentari music
Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,the fault in our stars,shailen woodley sam trammel nat wolff josh boon drama romanc
John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,rounders,matt damon martin landau gretchen mol john dahl crime drama
Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,top five,rosario dawson romani malco j.b. smoov chri rock comedi romanc
